timestamp,q0,qx,qy,qz
1770837319232553984,0.988975,0.020102,0.146189,0.012387,1
1770837319332515840,0.999207,0.026196,0.024156,0.017783,1
1770837319432563200,0.998745,0.025690,0.037907,0.020279,1
1770837319532556544,0.998756,0.022577,0.038122,0.022886,1
1770837319632546560,0.999049,0.020426,0.029576,0.024693,1
1770837319732598784,0.999301,0.025862,0.008902,0.025501,1
1770837319832580352,0.999268,0.027357,0.010201,0.024713,1
1770837319932550656,0.997467,0.021064,0.061861,0.028093,1
1770837320032598016,0.976790,0.010786,0.211232,0.033854,1
1770837320132585984,0.943504,0.015960,0.327563,0.047408,1
1770837320232559104,0.887247,-0.002008,0.457837,0.056345,1
1770837320332608512,0.788476,-0.020654,0.612459,0.052664,1
1770837320432590336,0.733253,-0.005608,0.678342,0.046482,1
1770837320532574464,0.707798,0.004934,0.704910,0.045820,1
1770837320632621056,0.694053,0.004076,0.718708,0.041627,1
1770837320732604672,0.687497,0.000042,0.724849,0.044065,1
1770837320832616448,0.685604,-0.001433,0.726549,0.045520,1
1770837320932667904,0.684786,-0.002630,0.727283,0.046058,1
1770837321032654080,0.680851,-0.006870,0.730967,0.045637,1
1770837321132619008,0.678054,-0.004818,0.733635,0.044712,1
1770837321232665856,0.675967,-0.005185,0.735538,0.044998,1
1770837321332642560,0.675563,-0.004273,0.735834,0.046313,1
1770837321432607232,0.676680,-0.001659,0.734786,0.046806,1
1770837321532653568,0.674862,-0.005137,0.736409,0.047295,1
1770837321632630528,0.670067,-0.005787,0.740665,0.048914,1
1770837321732605440,0.671003,-0.003481,0.740026,0.045882,1
1770837321832648448,0.682495,0.005037,0.729283,0.048177,1
1770837321932651776,0.690610,0.003814,0.721436,0.050722,1
1770837322032613632,0.708352,0.000378,0.704044,0.050589,1
1770837322132655872,0.702226,-0.004536,0.709483,0.059084,1
1770837322232633600,0.700104,0.009149,0.712237,0.049897,1
1770837322332598528,0.712013,0.024814,0.699929,0.050219,1
1770837322432642816,0.729107,0.022615,0.682130,0.050894,1
1770837322532621056,0.742668,0.011594,0.666988,0.058622,1
1770837322632589824,0.794520,0.013708,0.603826,0.062806,1
1770837322732634880,0.881706,0.008592,0.467178,0.065309,1
1770837322832612608,0.978362,0.007345,0.195059,0.068606,1
1770837322932584448,0.997565,0.007470,0.038313,0.057792,1
1770837323032627200,0.998309,0.008214,0.003375,0.057456,1
1770837323132605696,0.997388,0.007613,-0.049517,0.052040,1
1770837323232584704,0.996558,0.004818,-0.064718,0.051590,1
1770837323332628992,0.997180,0.003685,-0.050897,0.055023,1
1770837323432602368,0.997419,0.003148,-0.042158,0.058040,1
1770837323532561920,0.997708,0.004170,-0.030291,0.060358,1
1770837323632604160,0.998106,0.005871,-0.020025,0.057872,1
1770837323732581888,0.998068,0.005898,-0.011640,0.060747,1
1770837323832561152,0.997863,0.005831,-0.009009,0.064461,1
1770837323932609280,0.997990,0.006230,-0.010637,0.062161,1
1770837324032595200,0.997967,0.003788,-0.009467,0.062907,1
1770837324132565248,0.997828,0.004702,-0.011244,0.064733,1
1770837324232612096,0.997599,0.006164,-0.014139,0.067512,1
1770837324332589056,0.996499,0.013032,-0.019148,0.080330,1
1770837324432557056,0.992269,0.029621,-0.094775,0.074443,1
1770837324532604160,0.996010,0.033081,-0.064283,0.052324,1
1770837324632580608,0.997931,0.026408,-0.024012,0.053467,1
1770837324732546816,0.970248,-0.019228,0.237619,0.042268,1
1770837324832592896,0.915413,-0.026493,0.401352,0.015315,1
1770837324932574976,0.813114,-0.034401,0.580890,0.015161,1
1770837325032546048,0.638587,-0.056099,0.767400,0.012555,1
1770837325132617984,0.459783,-0.087551,0.883589,-0.014312,1
1770837325232592896,0.313359,-0.093735,0.943571,-0.051910,1
1770837325332558592,0.165921,-0.080205,0.980067,-0.074205,1
1770837325432604160,0.042634,-0.068189,0.993754,-0.077371,1
1770837325532581888,0.048952,0.078166,-0.993337,0.069106,1
1770837325632548352,0.077274,0.084157,-0.991832,0.056706,1
1770837325732593152,0.075208,0.084102,-0.992093,0.054965,1
1770837325832604672,0.073871,0.081678,-0.992447,0.054046,1
1770837325932582144,0.065573,0.077402,-0.993357,0.054330,1
1770837326032646400,0.060225,0.074371,-0.993598,0.060043,1
1770837326132642304,0.050805,0.068079,-0.994435,0.062307,1
1770837326232619008,0.050305,0.063345,-0.994838,0.061279,1
1770837326332662016,0.051973,0.062612,-0.994877,0.059992,1
1770837326432651264,0.055711,0.054347,-0.995431,0.055314,1
1770837326532645376,0.059233,0.046056,-0.995818,0.052128,1
1770837326632693248,0.061906,0.043491,-0.995778,0.051989,1
1770837326732702720,0.061840,0.043133,-0.995851,0.050956,1
1770837326832668928,0.066347,0.048925,-0.995164,0.053422,1
1770837326932712448,0.073314,0.049728,-0.994559,0.054819,1
1770837327032690432,0.068195,0.041683,-0.995361,0.053565,1
1770837327132665856,0.053467,0.035032,-0.996449,0.054802,1
1770837327232711168,0.052933,0.031645,-0.996492,0.056572,1
1770837327332695040,0.045971,0.025056,-0.997065,0.055855,1
1770837327432658432,0.015120,0.024932,-0.997986,0.056343,1
1770837327532700160,0.074454,-0.039206,0.995060,-0.052685,1
1770837327632675072,0.299680,-0.050063,0.951752,-0.043051,1
1770837327732633344,0.427371,-0.055212,0.901846,-0.031284,1
1770837327832674560,0.588023,-0.088556,0.803738,-0.019801,1
1770837327932649728,0.836180,-0.086329,0.541363,0.016625,1
1770837328032613376,0.940419,-0.058935,0.334213,0.020964,1
1770837328132659968,0.954917,-0.050400,0.291708,0.022364,1
1770837328232636928,0.968560,-0.043415,0.242900,0.031714,1
1770837328332603136,0.970562,-0.033015,0.233241,0.050181,1
1770837328432652544,0.984201,-0.009301,0.166377,0.059830,1
1770837328532630784,0.990197,0.008270,0.129223,0.052364,1
1770837328632601600,0.997042,0.008950,0.052696,0.055234,1
1770837328732652032,0.997490,-0.003994,-0.001152,0.070683,1
1770837328832633344,0.997053,-0.008144,0.003482,0.076206,1
1770837328932604672,0.995615,-0.024401,0.048987,0.075870,1
1770837329032650752,0.991068,-0.024663,0.111182,0.069381,1
1770837329132636416,0.980233,-0.010691,0.186473,0.065244,1
1770837329232602624,0.984798,0.004842,0.169407,0.038076,1
1770837329332652032,0.995267,-0.017344,0.089324,0.034123,1
1770837329432628992,0.988100,-0.067581,-0.131982,0.040896,1
1770837329532592640,0.861485,-0.062702,-0.497505,0.080000,1
1770837329632644096,0.797686,-0.077692,-0.591913,0.085435,1
1770837329732631808,0.694533,-0.082065,-0.712385,0.058287,1
1770837329832596992,0.520835,-0.074794,-0.849966,0.026358,1
1770837329932639744,0.353640,-0.045014,-0.934297,-0.000841,1
1770837330032611840,0.169967,-0.006597,-0.985298,-0.015961,1
1770837330132580608,0.004028,0.010249,0.999298,0.035811,1
1770837330232631296,0.089411,0.008995,0.995297,0.036168,1
1770837330332619520,0.093587,0.003073,0.995050,0.033264,1
1770837330432587776,0.087619,0.000878,0.995574,0.033967,1
1770837330532635136,0.067034,-0.000648,0.997266,0.031102,1
1770837330632625664,0.006327,0.006638,0.999727,0.021492,1
1770837330732607232,0.116768,-0.030349,-0.992695,-0.000292,1
1770837330832656128,0.301826,-0.045440,-0.951800,0.030207,1
1770837330932632832,0.497068,-0.059716,-0.864360,0.047321,1
1770837331032593152,0.632175,-0.078397,-0.769271,0.049300,1
1770837331132638208,0.798968,-0.094664,-0.592278,0.043538,1
1770837331232614912,0.944307,-0.087946,-0.314391,0.041337,1
1770837331332574208,0.981763,-0.051761,-0.178863,0.038333,1
1770837331432623104,0.997240,-0.029579,-0.062084,0.027987,1
1770837331532625664,0.998435,-0.016269,0.043742,0.030829,1
1770837331632600832,0.997773,0.008403,0.054865,0.036988,1
1770837331732667648,0.998614,0.011303,0.026630,0.043958,1
1770837331832649984,0.998941,0.028317,-0.025133,0.026127,1
1770837331932560640,0.997366,0.057629,-0.042049,0.013115,1
1770837332032644608,0.998534,0.049919,0.003117,0.020705,1
1770837332132617216,0.999189,0.036104,0.002967,0.017601,1
1770837332232577280,0.999590,-0.005346,0.003953,0.027864,1
1770837332332566016,0.999558,-0.002696,0.003954,0.029330,1
1770837332432551680,0.999565,-0.002684,0.003964,0.029113,1
1770837332532598272,0.999587,-0.002687,0.003969,0.028318,1
1770837332632574464,0.999618,-0.002678,0.003985,0.027204,1
1770837332732541952,0.999675,-0.002656,0.003993,0.025039,1
1770837332832588544,0.999740,-0.002650,0.004007,0.022296,1
1770837332932567808,0.999814,-0.002632,0.004026,0.018663,1
1770837333032536832,0.999883,-0.002613,0.004034,0.014517,1
1770837333132582656,0.999938,-0.002600,0.004045,0.010066,1
1770837333232558592,0.999974,-0.002565,0.004073,0.005455,1
1770837333332528128,0.999988,-0.002554,0.004086,0.001185,1
1770837333432576000,0.999984,-0.002538,0.004087,-0.002889,1
1770837333532568832,0.999967,-0.002515,0.004107,-0.006532,1
1770837333632532736,0.999939,-0.002504,0.004114,-0.009932,1
1770837333732578304,0.999905,-0.002496,0.004114,-0.012955,1
1770837333832552704,0.999864,-0.002482,0.004127,-0.015760,1
1770837333932520704,0.999822,-0.002476,0.004130,-0.018237,1
1770837334032578560,0.999778,-0.002461,0.004141,-0.020516,1
1770837334132565760,0.999735,-0.002470,0.004147,-0.022527,1
1770837334232546816,0.999691,-0.002497,0.004158,-0.024386,1
1770837334332614144,0.999650,-0.002506,0.004165,-0.026022,1
1770837334432591104,0.999609,-0.002519,0.004167,-0.027533,1
1770837334532570368,0.999572,-0.002500,0.004165,-0.028858,1
1770837334632616704,0.999536,-0.002500,0.004152,-0.030076,1
1770837334732591360,0.999503,-0.002494,0.004164,-0.031150,1
1770837334832555264,0.999472,-0.002480,0.004166,-0.032136,1
1770837334932597760,0.999443,-0.002471,0.004167,-0.033006,1
1770837335032568832,0.999417,-0.002462,0.004179,-0.033807,1
1770837335132540416,0.999392,-0.002464,0.004178,-0.034518,1
1770837335232600320,0.999370,-0.002457,0.004174,-0.035158,1
1770837335332581376,0.999350,-0.002463,0.004169,-0.035728,1
1770837335432544256,0.999331,-0.002467,0.004175,-0.036256,1
1770837335532611328,0.999314,-0.002463,0.004171,-0.036711,1
1770837335632626944,0.999299,-0.002467,0.004180,-0.037129,1
1770837335732586240,0.999285,-0.002468,0.004178,-0.037498,1
1770837335832627712,0.999272,-0.002457,0.004189,-0.037841,1
1770837335932602624,0.999260,-0.002453,0.004192,-0.038149,1
1770837336032561152,0.999250,-0.002453,0.004197,-0.038429,1
1770837336132611584,0.999240,-0.002461,0.004185,-0.038680,1
1770837336232590080,0.999231,-0.002463,0.004202,-0.038909,1
1770837336332552192,0.999223,-0.002478,0.004209,-0.039113,1
1770837336432614144,0.999215,-0.002487,0.004208,-0.039305,1
1770837336532588800,0.999209,-0.002487,0.004203,-0.039474,1
1770837336632548864,0.999203,-0.002496,0.004200,-0.039628,1
1770837336732599296,0.999197,-0.002499,0.004204,-0.039762,1
1770837336832581120,0.999192,-0.002505,0.004196,-0.039892,1
1770837336932578304,0.999187,-0.002509,0.004190,-0.040008,1
1770837337032700160,0.999183,-0.002517,0.004196,-0.040117,1
1770837337132721408,0.999179,-0.002529,0.004185,-0.040214,1
1770837337232687872,0.999175,-0.002532,0.004189,-0.040310,1
1770837337332738304,0.999172,-0.002540,0.004185,-0.040386,1
1770837337432727040,0.999169,-0.002545,0.004191,-0.040461,1
1770837337532705024,0.999166,-0.002539,0.004201,-0.040526,1
1770837337632756736,0.999164,-0.002542,0.004203,-0.040585,1
1770837337732765184,0.999161,-0.002543,0.004203,-0.040652,1
1770837337832737280,0.999159,-0.002538,0.004219,-0.040698,1
1770837337932827904,0.999158,-0.002541,0.004217,-0.040735,1
1770837338032863232,0.999156,-0.002541,0.004226,-0.040776,1
1770837338132836096,0.999155,-0.002545,0.004228,-0.040813,1
1770837338232879872,0.999153,-0.002544,0.004234,-0.040852,1
1770837338332850688,0.999152,-0.002564,0.004228,-0.040880,1
1770837338432812800,0.999150,-0.002566,0.004236,-0.040919,1
1770837338532856064,0.999149,-0.002559,0.004229,-0.040943,1
1770837338632827904,0.999148,-0.002555,0.004217,-0.040972,1
