Time,inertial-6286.188861:deltaVelX,inertial-6286.188861:deltaVelY,inertial-6286.188861:deltaVelZ,inertial-6286.188861:deltaThetaX,inertial-6286.188861:deltaThetaY,inertial-6286.188861:deltaThetaZ
1773414805503892992,2.07948232855415e-07,-0.0001050790451699868,-0.0100525738671422,-0.0004760812735185027,1.05933977465611e-05,-8.479551979689859e-06
1773414805513939712,0.0003954720159526914,2.630262133607175e-05,-0.00992744043469429,-0.0006833288352936506,1.338398851657985e-05,-0.0007228086469694972
1773414805523898368,0.0002157196868211031,0.0004287711926735938,-0.009909640066325665,-0.0004334907280281186,2.113380287482869e-05,-0.00275455042719841
1773414805533760768,0.0001310470252064988,0.0004469714185688645,-0.009998153895139694,-0.0004650484479498118,5.051902917330153e-05,-0.00354969291947782
1773414805543526912,4.779218943440355e-05,2.645562562975101e-05,-0.009991662576794624,-0.0006529816891998053,3.968930832343176e-05,-0.003751386189833283
1773414805553199616,-4.50679799541831e-05,-1.031748797686305e-05,-0.009998459368944168,-0.000738602364435792,8.316876119351946e-06,-0.003273667534813285
1773414805563348992,4.811594408238307e-05,2.701229277590755e-05,-0.009941997937858105,-0.0008241136092692614,2.928731737483758e-05,-0.002822891576215625
1773414805573649408,9.296374628320336e-05,2.931378003268037e-05,-0.009937971830368042,-0.0006756740040145814,2.013317862292752e-05,-0.00263385521247983
1773414805583853056,7.300484867300838e-05,0.0002076548407785594,-0.009960194118320942,-0.0005954565713182092,1.55906418513041e-05,-0.002717792754992843
1773414805593960704,7.562553946627304e-05,0.0003753771597985178,-0.009899785742163658,-0.0005831518792547286,3.752831980818883e-05,-0.002807422773912549
1773414805603979776,0.0001563831610837951,0.0001684888848103583,-0.00983570609241724,-8.409790098085068e-06,4.144679041928612e-05,-0.003193406388163567
